Commit Hash,ClassQualifiedName,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.BgConfigActionProvider,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.CanvasFragment,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.MyDialogFragment,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.PadActivity,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.PaintView,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.memopad.PenConfigActionProvider,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.smart_tag_app.MediaUtils,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.smart_tag_app.SmartTagTask,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.BgConfigActionProvider,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.CanvasFragment,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.MyDialogFragment,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.PadActivity,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.PaintView,0,0,0
01cfcae79cb890f2f2e1825e15e2a428390bce02,org.zakky.memopad.PenConfigActionProvider,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.smart_tag_app.MediaUtils,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.smart_tag_app.SmartTagTask,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.BgConfigActionProvider,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.CanvasFragment,0,0,0
