Commit,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.68,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.69,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.7,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.71,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
0.72,4.5,4.5,1.5
