Commit,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0.62,4.5,4.5,1.5
0.62,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.63,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.64,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.65,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.66,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
0.67,4.5,4.5,1.5
