Commit,LOC,LCOM,CBO,WMC
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.89,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.9,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.91,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
0.92,526.0,800.0,69.0,148.0
