Commit,Decor_Feature_Envy,Decor_long_Method
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.34,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.35,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.36,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.37,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.38,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.39,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.4,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
0.41,11.33,4.33
