Commit,Decor_Feature_Envy,Decor_long_Method
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.62,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.63,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.64,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.65,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.66,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.67,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.68,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.69,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
0.7,11.33,4.33
